"time","pp","Event1","PhoneNrSoFar","Event2","trial","typingErrorMadeOnTrial","partOfExperiment","timeConverted","timeInMsec","lanePosition","phoneNrLengthBeforeKeyPress","timeRelativeToTrialStart","phoneNrLengthAfterKeyPress"
"2016-11-10 10:27:43:077",1,"Keypress","0785","Number4",15,0,"dualSteerFocus",2016-11-10 10:27:43.077,1478770063077,-0.06,4,2387,5
"2016-11-10 10:27:43:544",1,"Keypress","07854","Number3",15,0,"dualSteerFocus",2016-11-10 10:27:43.544,1478770063544,-0.063,5,2854,6
"2016-11-10 10:27:43:963",1,"Keypress","078543","Number2",15,0,"dualSteerFocus",2016-11-10 10:27:43.963,1478770063963,-0.066,6,3273,7
"2016-11-10 10:27:44:376",1,"Keypress","0785432","Number5",15,0,"dualSteerFocus",2016-11-10 10:27:44.376,1478770064376,-0.069,7,3686,8
"2016-11-10 10:27:44:828",1,"Keypress","07854325","Number6",15,0,"dualSteerFocus",2016-11-10 10:27:44.828,1478770064828,-0.072,8,4138,9
"2016-11-10 10:27:45:525",1,"Keypress","078543256","Number9",15,0,"dualSteerFocus",2016-11-10 10:27:45.525,1478770065525,-0.078,9,4835,10
"2016-11-10 10:27:46:258",1,"Keypress","0785432569","Number8",15,0,"dualSteerFocus",2016-11-10 10:27:46.258,1478770066258,-0.084,10,5568,11
"2016-11-10 10:27:47:069",1,"Correct","07854325698","190",15,0,"dualSteerFocus",2016-11-10 10:27:47.069,1478770067069,-0.092,11,6379,12
"2016-11-10 10:28:01:642",1,"Start","","190",16,0,"dualSteerFocus",2016-11-10 10:28:01.642,1478770081642,0.877,0,0,0
"2016-11-10 10:28:03:604",1,"Keypress","","Number0",16,0,"dualSteerFocus",2016-11-10 10:28:03.604,1478770083604,-0.042,0,1962,1
"2016-11-10 10:28:03:613",1,"Keypress","0","Number7",16,0,"dualSteerFocus",2016-11-10 10:28:03.613,1478770083613,-0.042,1,1971,2
"2016-11-10 10:28:04:606",1,"Keypress","07","Number8",16,0,"dualSteerFocus",2016-11-10 10:28:04.606,1478770084606,-0.268,2,2964,3
"2016-11-10 10:28:05:235",1,"Keypress","078","Number5",16,0,"dualSteerFocus",2016-11-10 10:28:05.235,1478770085235,-0.154,3,3593,4
"2016-11-10 10:28:05:767",1,"Keypress","0785","Number4",16,0,"dualSteerFocus",2016-11-10 10:28:05.767,1478770085767,0.009,4,4125,5
"2016-11-10 10:28:06:503",1,"Keypress","07854","Number3",16,0,"dualSteerFocus",2016-11-10 10:28:06.503,1478770086503,0.231,5,4861,6
"2016-11-10 10:28:06:964",1,"Keypress","078543","Number2",16,0,"dualSteerFocus",2016-11-10 10:28:06.964,1478770086964,0.247,6,5322,7
"2016-11-10 10:28:07:404",1,"Keypress","0785432","Number5",16,0,"dualSteerFocus",2016-11-10 10:28:07.404,1478770087404,0.154,7,5762,8
"2016-11-10 10:28:08:128",1,"Keypress","07854325","Number6",16,0,"dualSteerFocus",2016-11-10 10:28:08.128,1478770088128,-0.041,8,6486,9
"2016-11-10 10:28:08:583",1,"Keypress","078543256","Number9",16,0,"dualSteerFocus",2016-11-10 10:28:08.583,1478770088583,-0.158,9,6941,10
"2016-11-10 10:28:09:247",1,"Keypress","0785432569","Number8",16,0,"dualSteerFocus",2016-11-10 10:28:09.247,1478770089247,-0.328,10,7605,11
"2016-11-10 10:28:10:273",1,"Correct","07854325698","190",16,0,"dualSteerFocus",2016-11-10 10:28:10.273,1478770090273,-0.349,11,8631,12
"2016-11-10 10:28:21:585",1,"Start","","190",17,0,"dualSteerFocus",2016-11-10 10:28:21.585,1478770101585,0.193,0,0,0
"2016-11-10 10:28:22:020",1,"Keypress","","Number0",17,0,"dualSteerFocus",2016-11-10 10:28:22.020,1478770102020,0.161,0,435,1
"2016-11-10 10:28:22:578",1,"Keypress","0","Number7",17,0,"dualSteerFocus",2016-11-10 10:28:22.578,1478770102578,0.122,1,993,2
"2016-11-10 10:28:23:077",1,"Keypress","07","Number8",17,0,"dualSteerFocus",2016-11-10 10:28:23.077,1478770103077,0.086,2,1492,3
"2016-11-10 10:28:23:512",1,"Keypress","078","Number5",17,0,"dualSteerFocus",2016-11-10 10:28:23.512,1478770103512,0.057,3,1927,4
"2016-11-10 10:28:23:997",1,"Keypress","0785","Number4",17,0,"dualSteerFocus",2016-11-10 10:28:23.997,1478770103997,0.021,4,2412,5
"2016-11-10 10:28:24:470",1,"Keypress","07854","Number3",17,0,"dualSteerFocus",2016-11-10 10:28:24.470,1478770104470,-0.009,5,2885,6
"2016-11-10 10:28:24:898",1,"Keypress","078543","Number2",17,0,"dualSteerFocus",2016-11-10 10:28:24.898,1478770104898,0.03,6,3313,7
"2016-11-10 10:28:25:382",1,"Keypress","0785432","Number5",17,0,"dualSteerFocus",2016-11-10 10:28:25.382,1478770105382,0.178,7,3797,8
"2016-11-10 10:28:25:919",1,"Keypress","07854325","Number6",17,0,"dualSteerFocus",2016-11-10 10:28:25.919,1478770105919,0.362,8,4334,9
"2016-11-10 10:28:26:297",1,"Keypress","078543256","Number9",17,0,"dualSteerFocus",2016-11-10 10:28:26.297,1478770106297,0.479,9,4712,10
"2016-11-10 10:28:26:717",1,"Keypress","0785432569","Number8",17,0,"dualSteerFocus",2016-11-10 10:28:26.717,1478770106717,0.612,10,5132,11
"2016-11-10 10:28:27:281",1,"Correct","07854325698","190",17,0,"dualSteerFocus",2016-11-10 10:28:27.281,1478770107281,0.812,11,5696,12
"2016-11-10 10:29:18:638",1,"Start","","190",18,0,"dualDialFocus",2016-11-10 10:29:18.638,1478770158638,0.007,0,0,0
"2016-11-10 10:29:19:605",1,"Keypress","","Number0",18,0,"dualDialFocus",2016-11-10 10:29:19.605,1478770159605,0.012,0,967,1
"2016-11-10 10:29:19:614",1,"Keypress","0","Number7",18,0,"dualDialFocus",2016-11-10 10:29:19.614,1478770159614,0.012,1,976,2
"2016-11-10 10:29:19:622",1,"Keypress","07","Number8",18,0,"dualDialFocus",2016-11-10 10:29:19.622,1478770159622,0.012,2,984,3
"2016-11-10 10:29:19:632",1,"Keypress","078","Number5",18,0,"dualDialFocus",2016-11-10 10:29:19.632,1478770159632,0.012,3,994,4
"2016-11-10 10:29:19:711",1,"Keypress","0785","Number4",18,0,"dualDialFocus",2016-11-10 10:29:19.711,1478770159711,0.012,4,1073,5
"2016-11-10 10:29:19:937",1,"Keypress","07854","Number3",18,0,"dualDialFocus",2016-11-10 10:29:19.937,1478770159937,0.013,5,1299,6
"2016-11-10 10:29:20:122",1,"Keypress","078543","Number2",18,0,"dualDialFocus",2016-11-10 10:29:20.122,1478770160122,0.014,6,1484,7
"2016-11-10 10:29:20:317",1,"Keypress","0785432","Number5",18,0,"dualDialFocus",2016-11-10 10:29:20.317,1478770160317,0.015,7,1679,8
"2016-11-10 10:29:20:504",1,"Keypress","07854325","Number6",18,0,"dualDialFocus",2016-11-10 10:29:20.504,1478770160504,0.015,8,1866,9
"2016-11-10 10:29:20:682",1,"Keypress","078543256","Number9",18,0,"dualDialFocus",2016-11-10 10:29:20.682,1478770160682,0.016,9,2044,10
"2016-11-10 10:29:20:885",1,"Keypress","0785432569","Number8",18,0,"dualDialFocus",2016-11-10 10:29:20.885,1478770160885,0.016,10,2247,11
"2016-11-10 10:29:21:177",1,"Correct","07854325698","190",18,0,"dualDialFocus",2016-11-10 10:29:21.177,1478770161177,0.017,11,2539,12
"2016-11-10 10:29:31:015",1,"Start","","190",19,0,"dualDialFocus",2016-11-10 10:29:31.015,1478770171015,-0.148,0,0,0
"2016-11-10 10:29:31:218",1,"Keypress","","Number0",19,0,"dualDialFocus",2016-11-10 10:29:31.218,1478770171218,-0.134,0,203,1
"2016-11-10 10:29:31:419",1,"Keypress","0","Number7",19,0,"dualDialFocus",2016-11-10 10:29:31.419,1478770171419,-0.117,1,404,2
"2016-11-10 10:29:31:647",1,"Keypress","07","Number8",19,0,"dualDialFocus",2016-11-10 10:29:31.647,1478770171647,-0.102,2,632,3
"2016-11-10 10:29:31:753",1,"Keypress","078","Number5",19,0,"dualDialFocus",2016-11-10 10:29:31.753,1478770171753,-0.094,3,738,4
"2016-11-10 10:29:31:970",1,"Keypress","0785","Number4",19,0,"dualDialFocus",2016-11-10 10:29:31.970,1478770171970,-0.075,4,955,5
"2016-11-10 10:29:32:157",1,"Keypress","07854","Number3",19,0,"dualDialFocus",2016-11-10 10:29:32.156,1478770172157,-0.061,5,1142,6
"2016-11-10 10:29:32:362",1,"Keypress","078543","Number2",19,0,"dualDialFocus",2016-11-10 10:29:32.362,1478770172362,-0.044,6,1347,7
"2016-11-10 10:29:32:487",1,"Keypress","0785432","Number5",19,0,"dualDialFocus",2016-11-10 10:29:32.487,1478770172487,-0.036,7,1472,8
"2016-11-10 10:29:32:692",1,"Keypress","07854325","Number6",19,0,"dualDialFocus",2016-11-10 10:29:32.692,1478770172692,-0.022,8,1677,9
"2016-11-10 10:29:32:912",1,"Keypress","078543256","Number9",19,0,"dualDialFocus",2016-11-10 10:29:32.912,1478770172912,-0.003,9,1897,10
"2016-11-10 10:29:33:037",1,"Keypress","0785432569","Number8",19,0,"dualDialFocus",2016-11-10 10:29:33.037,1478770173037,0.004,10,2022,11
"2016-11-10 10:29:33:353",1,"Correct","07854325698","190",19,0,"dualDialFocus",2016-11-10 10:29:33.353,1478770173353,0.027,11,2338,12
"2016-11-10 10:29:43:562",1,"Start","","190",20,0,"dualDialFocus",2016-11-10 10:29:43.562,1478770183562,0.404,0,0,0
"2016-11-10 10:29:43:779",1,"Keypress","","Number0",20,0,"dualDialFocus",2016-11-10 10:29:43.779,1478770183779,0.395,0,217,1
"2016-11-10 10:29:43:997",1,"Keypress","0","Number7",20,0,"dualDialFocus",2016-11-10 10:29:43.997,1478770183997,0.385,1,435,2
"2016-11-10 10:29:44:139",1,"Keypress","07","Number8",20,0,"dualDialFocus",2016-11-10 10:29:44.139,1478770184139,0.378,2,577,3
"2016-11-10 10:29:44:305",1,"Keypress","078","Number5",20,0,"dualDialFocus",2016-11-10 10:29:44.305,1478770184305,0.37,3,743,4
"2016-11-10 10:29:44:469",1,"Keypress","0785","Number4",20,0,"dualDialFocus",2016-11-10 10:29:44.469,1478770184469,0.362,4,907,5
"2016-11-10 10:29:44:673",1,"Keypress","07854","Number3",20,0,"dualDialFocus",2016-11-10 10:29:44.673,1478770184673,0.352,5,1111,6
"2016-11-10 10:29:44:854",1,"Keypress","078543","Number2",20,0,"dualDialFocus",2016-11-10 10:29:44.854,1478770184854,0.351,6,1292,7
"2016-11-10 10:29:45:022",1,"Keypress","0785432","Number5",20,0,"dualDialFocus",2016-11-10 10:29:45.022,1478770185022,0.366,7,1460,8
"2016-11-10 10:29:45:187",1,"Keypress","07854325","Number6",20,0,"dualDialFocus",2016-11-10 10:29:45.187,1478770185187,0.394,8,1625,9
"2016-11-10 10:29:45:399",1,"Keypress","078543256","Number9",20,0,"dualDialFocus",2016-11-10 10:29:45.399,1478770185399,0.434,9,1837,10
"2016-11-10 10:29:45:571",1,"Keypress","0785432569","Number8",20,0,"dualDialFocus",2016-11-10 10:29:45.571,1478770185571,0.478,10,2009,11
"2016-11-10 10:29:45:819",1,"Correct","07854325698","190",20,0,"dualDialFocus",2016-11-10 10:29:45.819,1478770185819,0.533,11,2257,12
"2016-11-10 10:29:55:394",1,"Start","","190",21,0,"dualDialFocus",2016-11-10 10:29:55.394,1478770195394,-0.003,0,0,0
"2016-11-10 10:29:55:542",1,"Keypress","","Number0",21,0,"dualDialFocus",2016-11-10 10:29:55.542,1478770195542,-0.003,0,148,1
"2016-11-10 10:29:55:777",1,"Keypress","0","Number7",21,0,"dualDialFocus",2016-11-10 10:29:55.777,1478770195777,-0.002,1,383,2
"2016-11-10 10:29:55:930",1,"Keypress","07","Number8",21,0,"dualDialFocus",2016-11-10 10:29:55.930,1478770195930,-0.001,2,536,3
"2016-11-10 10:29:56:102",1,"Keypress","078","Number5",21,0,"dualDialFocus",2016-11-10 10:29:56.102,1478770196102,0,3,708,4
"2016-11-10 10:29:56:286",1,"Keypress","0785","Number4",21,0,"dualDialFocus",2016-11-10 10:29:56.286,1478770196286,0.001,4,892,5
"2016-11-10 10:29:56:485",1,"Keypress","07854","Number3",21,0,"dualDialFocus",2016-11-10 10:29:56.485,1478770196485,0.001,5,1091,6
"2016-11-10 10:29:56:682",1,"Keypress","078543","Number2",21,0,"dualDialFocus",2016-11-10 10:29:56.682,1478770196682,0.002,6,1288,7
"2016-11-10 10:29:56:821",1,"Keypress","0785432","Number5",21,0,"dualDialFocus",2016-11-10 10:29:56.821,1478770196821,0.003,7,1427,8
"2016-11-10 10:29:57:000",1,"Keypress","07854325","Number6",21,0,"dualDialFocus",2016-11-10 10:29:57.000,1478770197000,0.003,8,1606,9
"2016-11-10 10:29:57:168",1,"Keypress","078543256","Number9",21,0,"dualDialFocus",2016-11-10 10:29:57.168,1478770197168,0.004,9,1774,10
"2016-11-10 10:29:57:351",1,"Keypress","0785432569","Number8",21,0,"dualDialFocus",2016-11-10 10:29:57.351,1478770197351,0.004,10,1957,11
"2016-11-10 10:29:57:640",1,"Correct","07854325698","190",21,0,"dualDialFocus",2016-11-10 10:29:57.640,1478770197640,0.005,11,2246,12
"2016-11-10 10:30:07:582",1,"Start","","190",22,0,"dualDialFocus",2016-11-10 10:30:07.582,1478770207582,0.333,0,0,0
"2016-11-10 10:30:07:722",1,"Keypress","","Number0",22,0,"dualDialFocus",2016-11-10 10:30:07.722,1478770207722,0.345,0,140,1
"2016-11-10 10:30:07:943",1,"Keypress","0","Number7",22,0,"dualDialFocus",2016-11-10 10:30:07.943,1478770207943,0.358,1,361,2
"2016-11-10 10:30:08:092",1,"Keypress","07","Number8",22,0,"dualDialFocus",2016-11-10 10:30:08.092,1478770208092,0.369,2,510,3
"2016-11-10 10:30:08:317",1,"Keypress","078","Number5",22,0,"dualDialFocus",2016-11-10 10:30:08.317,1478770208317,0.385,3,735,4
"2016-11-10 10:30:08:468",1,"Keypress","0785","Number4",22,0,"dualDialFocus",2016-11-10 10:30:08.468,1478770208468,0.397,4,886,5
"2016-11-10 10:30:08:685",1,"Keypress","07854","Number3",22,0,"dualDialFocus",2016-11-10 10:30:08.685,1478770208685,0.41,5,1103,6
"2016-11-10 10:30:08:837",1,"Keypress","078543","Number2",22,0,"dualDialFocus",2016-11-10 10:30:08.837,1478770208837,0.421,6,1255,7
"2016-11-10 10:30:09:007",1,"Keypress","0785432","Number5",22,0,"dualDialFocus",2016-11-10 10:30:09.007,1478770209007,0.431,7,1425,8
"2016-11-10 10:30:09:173",1,"Keypress","07854325","Number6",22,0,"dualDialFocus",2016-11-10 10:30:09.173,1478770209173,0.444,8,1591,9
"2016-11-10 10:30:09:370",1,"Keypress","078543256","Number9",22,0,"dualDialFocus",2016-11-10 10:30:09.370,1478770209370,0.459,9,1788,10
"2016-11-10 10:30:09:554",1,"Keypress","0785432569","Number8",22,0,"dualDialFocus",2016-11-10 10:30:09.554,1478770209554,0.469,10,1972,11
"2016-11-10 10:30:09:786",1,"Correct","07854325698","190",22,0,"dualDialFocus",2016-11-10 10:30:09.786,1478770209786,0.486,11,2204,12
"2016-11-10 10:30:19:698",1,"Start","","190",23,1,"dualDialFocus",2016-11-10 10:30:19.698,1478770219698,-0.261,0,0,0
"2016-11-10 10:30:19:838",1,"Keypress","","Number0",23,1,"dualDialFocus",2016-11-10 10:30:19.838,1478770219838,-0.269,0,140,1
"2016-11-10 10:30:20:055",1,"Keypress","0","Number7",23,1,"dualDialFocus",2016-11-10 10:30:20.055,1478770220055,-0.277,1,357,2
"2016-11-10 10:30:20:226",1,"Keypress","07","Number8",23,1,"dualDialFocus",2016-11-10 10:30:20.226,1478770220226,-0.287,2,528,3
"2016-11-10 10:30:20:524",1,"Keypress","078","Number4",23,1,"dualDialFocus",2016-11-10 10:30:20.524,1478770220524,-0.301,3,826,4
"2016-11-10 10:30:21:586",1,"Keypress","078","Back",23,1,"dualDialFocus",2016-11-10 10:30:21.586,1478770221586,-0.351,3,1888,2
"2016-11-10 10:30:21:906",1,"Keypress","078","Number5",23,1,"dualDialFocus",2016-11-10 10:30:21.906,1478770221906,-0.365,3,2208,4
"2016-11-10 10:30:22:089",1,"Keypress","0785","Number4",23,1,"dualDialFocus",2016-11-10 10:30:22.089,1478770222089,-0.374,4,2391,5
"2016-11-10 10:30:22:300",1,"Keypress","07854","Number3",23,1,"dualDialFocus",2016-11-10 10:30:22.300,1478770222300,-0.385,5,2602,6
"2016-11-10 10:30:22:483",1,"Keypress","078543","Number2",23,1,"dualDialFocus",2016-11-10 10:30:22.483,1478770222483,-0.394,6,2785,7
"2016-11-10 10:30:22:668",1,"Keypress","0785432","Number5",23,1,"dualDialFocus",2016-11-10 10:30:22.668,1478770222668,-0.404,7,2970,8
"2016-11-10 10:30:22:837",1,"Keypress","07854325","Number6",23,1,"dualDialFocus",2016-11-10 10:30:22.837,1478770222837,-0.411,8,3139,9
"2016-11-10 10:30:23:039",1,"Keypress","078543256","Number9",23,1,"dualDialFocus",2016-11-10 10:30:23.039,1478770223039,-0.421,9,3341,10
"2016-11-10 10:30:23:187",1,"Keypress","0785432569","Number8",23,1,"dualDialFocus",2016-11-10 10:30:23.187,1478770223187,-0.428,10,3489,11
"2016-11-10 10:30:23:409",1,"Correct","07854325698","190",23,1,"dualDialFocus",2016-11-10 10:30:23.409,1478770223409,-0.44,11,3711,12
"2016-11-10 10:30:33:317",1,"Start","","190",24,0,"dualDialFocus",2016-11-10 10:30:33.317,1478770233317,0.018,0,0,0
"2016-11-10 10:30:33:474",1,"Keypress","","Number0",24,0,"dualDialFocus",2016-11-10 10:30:33.474,1478770233474,0.019,0,157,1
"2016-11-10 10:30:33:754",1,"Keypress","0","Number7",24,0,"dualDialFocus",2016-11-10 10:30:33.754,1478770233754,0.021,1,437,2
"2016-11-10 10:30:33:869",1,"Keypress","07","Number8",24,0,"dualDialFocus",2016-11-10 10:30:33.869,1478770233869,0.022,2,552,3
"2016-11-10 10:30:34:085",1,"Keypress","078","Number5",24,0,"dualDialFocus",2016-11-10 10:30:34.085,1478770234085,0.024,3,768,4
"2016-11-10 10:30:34:306",1,"Keypress","0785","Number4",24,0,"dualDialFocus",2016-11-10 10:30:34.306,1478770234306,0.025,4,989,5
"2016-11-10 10:30:34:525",1,"Keypress","07854","Number3",24,0,"dualDialFocus",2016-11-10 10:30:34.525,1478770234525,0.027,5,1208,6
"2016-11-10 10:30:34:745",1,"Keypress","078543","Number2",24,0,"dualDialFocus",2016-11-10 10:30:34.745,1478770234745,0.028,6,1428,7
"2016-11-10 10:30:34:856",1,"Keypress","0785432","Number5",24,0,"dualDialFocus",2016-11-10 10:30:34.856,1478770234856,0.029,7,1539,8
"2016-11-10 10:30:35:076",1,"Keypress","07854325","Number6",24,0,"dualDialFocus",2016-11-10 10:30:35.076,1478770235076,0.03,8,1759,9
"2016-11-10 10:30:35:254",1,"Keypress","078543256","Number9",24,0,"dualDialFocus",2016-11-10 10:30:35.254,1478770235254,0.031,9,1937,10
"2016-11-10 10:30:35:474",1,"Keypress","0785432569","Number8",24,0,"dualDialFocus",2016-11-10 10:30:35.474,1478770235474,0.033,10,2157,11
"2016-11-10 10:30:35:805",1,"Correct","07854325698","190",24,0,"dualDialFocus",2016-11-10 10:30:35.805,1478770235805,0.035,11,2488,12
"2016-11-10 10:30:45:082",1,"Start","","190",25,0,"dualDialFocus",2016-11-10 10:30:45.082,1478770245082,0.224,0,0,0
"2016-11-10 10:30:45:240",1,"Keypress","","Number0",25,0,"dualDialFocus",2016-11-10 10:30:45.240,1478770245240,0.232,0,158,1
"2016-11-10 10:30:45:439",1,"Keypress","0","Number7",25,0,"dualDialFocus",2016-11-10 10:30:45.439,1478770245439,0.242,1,357,2
"2016-11-10 10:30:45:574",1,"Keypress","07","Number8",25,0,"dualDialFocus",2016-11-10 10:30:45.574,1478770245574,0.25,2,492,3
"2016-11-10 10:30:45:720",1,"Keypress","078","Number5",25,0,"dualDialFocus",2016-11-10 10:30:45.720,1478770245720,0.257,3,638,4
"2016-11-10 10:30:45:908",1,"Keypress","0785","Number4",25,0,"dualDialFocus",2016-11-10 10:30:45.908,1478770245908,0.267,4,826,5
"2016-11-10 10:30:46:118",1,"Keypress","07854","Number3",25,0,"dualDialFocus",2016-11-10 10:30:46.118,1478770246118,0.277,5,1036,6
"2016-11-10 10:30:46:274",1,"Keypress","078543","Number2",25,0,"dualDialFocus",2016-11-10 10:30:46.274,1478770246274,0.285,6,1192,7
"2016-11-10 10:30:46:439",1,"Keypress","0785432","Number5",25,0,"dualDialFocus",2016-11-10 10:30:46.439,1478770246439,0.292,7,1357,8
"2016-11-10 10:30:46:602",1,"Keypress","07854325","Number6",25,0,"dualDialFocus",2016-11-10 10:30:46.602,1478770246602,0.3,8,1520,9
"2016-11-10 10:30:46:822",1,"Keypress","078543256","Number9",25,0,"dualDialFocus",2016-11-10 10:30:46.822,1478770246822,0.312,9,1740,10
"2016-11-10 10:30:46:988",1,"Keypress","0785432569","Number8",25,0,"dualDialFocus",2016-11-10 10:30:46.988,1478770246988,0.319,10,1906,11
"2016-11-10 10:30:47:247",1,"Correct","07854325698","190",25,0,"dualDialFocus",2016-11-10 10:30:47.247,1478770247247,0.332,11,2165,12
"2016-11-10 10:30:56:966",1,"Start","","190",26,0,"dualDialFocus",2016-11-10 10:30:56.966,1478770256966,-0.071,0,0,0
"2016-11-10 10:30:57:096",1,"Keypress","","Number0",26,0,"dualDialFocus",2016-11-10 10:30:57.096,1478770257096,-0.072,0,130,1
"2016-11-10 10:30:57:294",1,"Keypress","0","Number7",26,0,"dualDialFocus",2016-11-10 10:30:57.294,1478770257294,-0.074,1,328,2
"2016-11-10 10:30:57:453",1,"Keypress","07","Number8",26,0,"dualDialFocus",2016-11-10 10:30:57.453,1478770257453,-0.075,2,487,3
"2016-11-10 10:30:57:618",1,"Keypress","078","Number5",26,0,"dualDialFocus",2016-11-10 10:30:57.618,1478770257618,-0.077,3,652,4
"2016-11-10 10:30:57:793",1,"Keypress","0785","Number4",26,0,"dualDialFocus",2016-11-10 10:30:57.793,1478770257793,-0.079,4,827,5
"2016-11-10 10:30:58:020",1,"Keypress","07854","Number3",26,0,"dualDialFocus",2016-11-10 10:30:58.020,1478770258020,-0.081,5,1054,6
"2016-11-10 10:30:58:192",1,"Keypress","078543","Number2",26,0,"dualDialFocus",2016-11-10 10:30:58.192,1478770258192,-0.083,6,1226,7
"2016-11-10 10:30:58:339",1,"Keypress","0785432","Number5",26,0,"dualDialFocus",2016-11-10 10:30:58.339,1478770258339,-0.084,7,1373,8
"2016-11-10 10:30:58:505",1,"Keypress","07854325","Number6",26,0,"dualDialFocus",2016-11-10 10:30:58.505,1478770258505,-0.086,8,1539,9
"2016-11-10 10:30:58:704",1,"Keypress","078543256","Number9",26,0,"dualDialFocus",2016-11-10 10:30:58.704,1478770258704,-0.088,9,1738,10
"2016-11-10 10:30:58:839",1,"Keypress","0785432569","Number8",26,0,"dualDialFocus",2016-11-10 10:30:58.839,1478770258839,-0.089,10,1873,11
"2016-11-10 10:30:59:118",1,"Correct","07854325698","190",26,0,"dualDialFocus",2016-11-10 10:30:59.118,1478770259118,-0.093,11,2152,12
"2016-11-10 10:31:08:406",1,"Start","","190",27,0,"dualDialFocus",2016-11-10 10:31:08.406,1478770268406,-0.02,0,0,0
"2016-11-10 10:31:08:530",1,"Keypress","","Number0",27,0,"dualDialFocus",2016-11-10 10:31:08.530,1478770268530,-0.02,0,124,1
"2016-11-10 10:31:08:746",1,"Keypress","0","Number7",27,0,"dualDialFocus",2016-11-10 10:31:08.746,1478770268746,-0.02,1,340,2
"2016-11-10 10:31:08:874",1,"Keypress","07","Number8",27,0,"dualDialFocus",2016-11-10 10:31:08.874,1478770268874,-0.02,2,468,3
"2016-11-10 10:31:09:028",1,"Keypress","078","Number5",27,0,"dualDialFocus",2016-11-10 10:31:09.028,1478770269028,-0.02,3,622,4
"2016-11-10 10:31:09:228",1,"Keypress","0785","Number4",27,0,"dualDialFocus",2016-11-10 10:31:09.228,1478770269228,-0.019,4,822,5
"2016-11-10 10:31:09:447",1,"Keypress","07854","Number3",27,0,"dualDialFocus",2016-11-10 10:31:09.447,1478770269447,-0.019,5,1041,6
"2016-11-10 10:31:09:595",1,"Keypress","078543","Number2",27,0,"dualDialFocus",2016-11-10 10:31:09.595,1478770269595,-0.019,6,1189,7
"2016-11-10 10:31:09:757",1,"Keypress","0785432","Number5",27,0,"dualDialFocus",2016-11-10 10:31:09.757,1478770269757,-0.019,7,1351,8
"2016-11-10 10:31:09:894",1,"Keypress","07854325","Number6",27,0,"dualDialFocus",2016-11-10 10:31:09.894,1478770269894,-0.019,8,1488,9
